smiles,log_solubility,mol_weight,logp,tpsa,h_donors,h_acceptors,rotatable_bonds,aromatic_rings
Nc1nc(O)nc2nc[nH]c12,-0.2584,151.13,-0.36,100.71,3,5,0,2
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,-2.1353,381.11,4.51,58.2,2,2,2,2
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,-1.5257,310.69,3.58,58.2,2,2,2,2
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-1.2015,384.52,4.58,60.44,0,4,2,0
CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-1.1628,340.51,5.28,34.14,0,2,1,0
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-0.6257,290.45,3.96,37.3,1,2,0,0
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,-0.3828,313.75,3.19,58.4,0,6,7,1
Nc1nc[nH]n1,1.6397,84.08,-0.61,67.59,2,3,0,1
CC12CCC(CC1)C(C)(C)O2,0.5936,154.25,2.74,9.23,0,1,0,0
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-0.1099,248.31,1.68,86.18,2,4,2,2
Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F,-0.4515,379.38,3.09,80.31,1,4,4,2
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,-1.3689,345.23,4.22,57.26,0,4,3,2
CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1,-0.707,338.8,2.87,80.37,1,4,2,2
c1ccnnc1,1.9194,80.09,0.48,25.78,0,2,0,1
CCN(CC)C(=O)CSc1ccc(Cl)nn1,0.5569,259.76,2.09,46.09,0,4,5,1
Cc1ccc2c(c1)Oc1ncc(N)cc1C(=O)N2C,-0.0852,255.28,2.35,68.45,1,4,0,2
CN1C(=O)c2cccnc2Oc2ccccc21,-0.3896,226.23,2.46,42.43,0,3,0,2
Oc1ccc2c(c1)CCCC2,0.4243,148.2,2.27,20.23,1,1,0,1
c1ccc2c(c1)CCCC2,-0.7273,132.21,2.57,0.0,0,0,0,1
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,-0.287,254.35,1.52,58.2,2,3,5,0
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-0.2386,242.34,1.35,58.2,2,3,4,0
CC1CCC(C(C)C)C(=O)C1,0.2501,154.25,2.65,17.07,0,1,1,0
O=C1CCCCC1,1.0968,98.15,1.52,17.07,0,1,0,0
CC12CCC(CC1=O)C2(C)C,0.4388,152.24,2.4,17.07,0,1,0,0
CC12CCC(C1)C(C)(C)C2=O,0.492,152.24,2.4,17.07,0,1,0,0
Cc1cccc2c1Cc1ccccc1-2,-1.1386,180.25,3.57,0.0,0,0,0,2
c1ccc2c(c1)Cc1ccccc1-2,-1.0321,166.22,3.26,0.0,0,0,0,2
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,-0.9378,300.31,3.78,76.66,2,4,3,2
CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,-0.8541,300.31,3.87,76.66,2,4,4,2
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,-0.2826,338.77,0.92,109.49,3,4,2,2
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-1.6307,466.48,5.63,55.38,0,9,10,2
O=C1NC(=O)C(=O)N1,1.1936,114.06,-1.65,75.27,2,3,0,0
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,0.2835,267.31,1.3,72.47,1,4,2,1
O=C1c2ccccc2C(=O)c2ccccc21,-1.1241,208.22,2.46,34.14,0,2,0,2
Cc1cc(C(=O)NNCc2ccccc2)no1,0.1964,231.26,1.42,67.16,2,4,4,2
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,-0.3596,293.75,3.12,57.01,0,4,4,2
c1ccc(NNc2ccccc2)cc1,-0.0257,184.24,3.13,24.06,2,2,3,2
O=C(c1ccccc1)c1ccccc1,-0.1225,182.22,2.92,17.07,0,1,2,2
O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,-0.3644,288.26,2.22,107.22,4,6,1,2
O=C1NC(=O)C2(CCCCCCC2)C(=O)N1,-0.0557,224.26,1.08,75.27,2,3,0,0
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,-0.287,285.34,3.0,38.77,0,3,3,1
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,-0.1834,352.77,2.81,71.06,0,6,3,1
C1=CCCCCC1,-0.1515,96.17,2.51,0.0,0,0,0,0
COC(=O)c1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,1.0281,446.41,-2.88,184.6,6,12,6,1
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,-1.9321,409.78,5.68,0.0,0,0,0,0
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,-0.632,416.58,4.85,60.44,0,5,1,0
COC1=CC2OC3C=CC(O)=CC3C(=O)C2C(O)=C1,-0.0368,262.26,1.55,75.99,2,5,1,0
O=C1c2ccccc2Cc2ccccc2N1CCF,-0.9349,255.29,3.21,20.31,0,1,2,2
CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-1.2305,306.52,4.48,20.23,1,2,0,0
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,1.7694,342.3,-5.4,189.53,8,11,5,0
c1ccc(N=Nc2ccccc2)cc1,-0.766,182.23,4.1,24.72,0,2,2,2
c1ccc2c(c1)Cc1c-2ccc2ccccc12,-1.845,216.28,4.41,0.0,0,0,0,3
O=C1NCCN1c1ncc([N+](=O)[O-])s1,-0.1709,214.21,0.58,88.37,1,5,2,1
c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,-2.3869,252.32,5.74,0.0,0,0,0,5
C1CCC2CCCCC2C1,-1.1241,138.25,3.37,0.0,0,0,0,0
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,-0.9755,290.32,2.57,85.25,2,4,4,2
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-1.9031,545.55,6.22,0.0,0,0,0,0
O=C1NC(=O)C2(CCCC2)C(=O)N1,0.2506,182.18,-0.09,75.27,2,3,0,0
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0.0924,258.23,0.09,83.55,1,4,1,1
Cc1cccc2sc3nncn3c12,0.3856,189.24,2.25,30.19,0,3,0,3
C1=CCC=CC1,0.3904,80.13,1.89,0.0,0,0,0,0
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,-0.4902,295.3,2.97,84.08,2,4,3,3
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-0.3983,286.42,4.09,34.14,0,2,0,0
O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,-0.7636,527.41,7.18,70.67,2,4,6,5
c1ccc2c(c1)CCN2,0.8839,119.17,1.65,12.03,1,1,0,1
O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,-0.5149,511.58,4.29,92.18,2,5,5,4
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,-0.9078,290.45,3.96,37.3,1,2,0,0
Nc1nc2[nH]cnc2c(=O)[nH]1,-0.3465,151.13,-0.77,100.45,3,4,0,2
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-0.6983,434.5,2.42,93.06,2,6,2,0
c1ccc2[nH]ncc2c1,0.342,118.14,1.56,28.68,1,1,0,2
CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-1.8934,421.73,5.34,89.52,0,5,6,2
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,-0.0886,295.73,-0.06,118.69,2,5,1,1
O=C1NC(=O)C2(CCCCCC2)C(=O)N1,-0.1457,210.23,0.69,75.27,2,3,0,0
CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,-1.0079,266.34,4.6,40.46,2,2,3,2
c1ccc2c(c1)c1ccccc1c1ccccc21,-1.8673,228.29,5.15,0.0,0,0,0,4
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-0.9958,286.11,3.42,46.61,0,3,2,1
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,-0.3499,421.42,1.63,118.36,3,5,3,2
O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,-0.5144,168.11,-1.77,114.37,4,3,0,2
c1ccc2c(c1)Cc1cc3ccccc3cc1-2,-2.5031,216.28,4.41,0.0,0,0,0,3
CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-0.7302,330.17,2.88,69.72,1,3,2,1
O=C1NC(=O)C2(CCCCC2)C(=O)N1,-0.0934,196.21,0.3,75.27,2,3,0,0
c1ccc2cc3cc4ccccc4cc3cc2c1,-2.774,228.29,5.15,0.0,0,0,0,4
CCN1c2ncccc2C(=S)N(C)c2cccnc21,-0.855,270.36,2.76,32.26,0,4,1,2
O=C1CCC(=O)N1,1.5323,99.09,-0.58,46.17,1,2,0,0
c1ccc2c(c1)[nH]c1ccccc12,-1.1628,167.21,3.32,15.79,1,0,0,3
c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,-1.2257,256.31,4.45,25.78,0,2,1,4
O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O,0.0807,300.27,1.33,107.22,4,6,0,1
c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,-2.4837,252.32,5.64,0.0,0,0,0,4
COc1c2occc2c(OC)c2c(=O)cc(C)oc12,-0.0746,260.24,2.86,61.81,0,5,2,3
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,-1.4749,328.84,5.32,32.34,1,1,4,2
c1ccc2c(c1)cnc1ccccc12,0.042,179.22,3.39,12.89,0,1,0,3
O=C1NC(=O)C2C=CC=CC12,-0.0315,149.15,0.0,46.17,1,2,0,0
COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,-0.3731,435.48,1.27,132.5,2,10,6,2
CC1(C)C2CCC1(C)C(O)C2,0.2646,154.25,2.19,20.23,1,1,0,0
CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,-0.3247,300.36,2.06,56.22,0,4,2,1
O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1,0.4243,286.16,-4.82,191.0,6,8,1,0
C1=CCCC1,0.3711,68.12,1.73,0.0,0,0,0,0
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,-0.2047,289.74,0.88,101.29,3,4,2,1
OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,-0.7321,331.2,4.07,46.01,1,3,3,3
O=c1[nH]cnc2[nH]ncc12,0.2907,136.11,-0.35,74.43,2,3,0,2
c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,-3.1282,300.36,6.92,0.0,0,0,0,7
CN(C)C(=O)NC1CC2CC1C1CCCC21,-0.1472,222.33,2.08,32.34,1,1,1,0
COC1=C(OC)C2C(=O)OCC2C=C1,0.4683,196.2,0.85,44.76,0,4,2,0
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-2.9763,276.34,6.33,0.0,0,0,0,6
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,-0.9354,284.14,3.28,37.38,0,2,1,1
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-0.6063,288.43,3.88,37.3,1,2,0,0
O=C1NC(=O)C(=O)C(=O)N1,0.7823,142.07,-2.08,92.34,2,4,0,0
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.5162,306.28,0.74,81.65,1,5,5,3
O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,-0.571,312.12,3.51,20.31,0,1,2,1
CC1(C)CON(Cc2ccccc2Cl)C1=O,0.2559,239.7,2.64,29.54,0,2,2,1
c1cc2ccc3cccc4ccc(c1)c2c34,-1.6011,202.26,4.58,0.0,0,0,0,4
Cc1cc(=O)[nH]c(=S)[nH]1,0.2085,142.18,0.74,48.65,2,2,0,1
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,-0.016,318.33,3.56,66.76,2,4,2,3
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,-2.8219,252.32,5.74,0.0,0,0,0,5
C1=Cc2cccc3cccc1c23,-0.5289,152.2,3.32,0.0,0,0,0,2
CC1CO1,1.1017,58.08,0.41,12.53,0,1,0,0
CCN1c2ccccc2N(C)C(=S)c2cccnc21,-0.8899,269.37,3.36,19.37,0,3,1,2
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-0.5265,270.37,3.82,37.3,1,2,0,1
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,-0.7636,329.32,4.74,22.0,0,1,2,3
O=CNC(N1C=CN(C(NC=O)C(Cl)(Cl)Cl)C=C1)C(Cl)(Cl)Cl,-0.6402,430.93,2.43,64.68,2,4,6,0
COc1c2occc2cc2ccc(=O)oc12,-0.3857,216.19,2.55,52.58,0,4,1,3
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,-0.6257,331.35,1.58,99.6,2,5,2,2
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,-0.3959,376.37,-1.72,161.56,5,8,5,1
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-2.0531,230.31,5.02,0.0,0,0,2,3
CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-0.2967,300.4,3.27,51.21,0,3,0,0
c1ccc2c(c1)sc1ccccc12,-0.7321,184.26,4.05,0.0,0,1,0,3
C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,-1.2774,337.46,4.22,46.26,1,3,0,1
O=C(c1ccccc1)C(O)c1ccccc1,0.0082,212.25,2.6,37.3,1,2,3,2
OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,0.9759,286.28,-1.64,119.61,5,7,4,1
CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,-0.108,246.31,2.42,43.37,0,3,0,0
O=Cc1ccc2c(c1)OCO2,0.5985,150.13,1.23,35.53,0,3,1,1
CC1CCCCC1NC(=O)Nc1ccccc1,-0.6015,232.33,3.39,41.13,2,1,2,1
CC(=O)N(c1onc(C)c1C)S(=O)c1ccc(N)cc1,-0.3499,293.35,1.95,89.43,1,5,3,2
CC(C)CNC(=O)N1CCNC1=O,0.3469,185.23,0.38,61.44,2,2,2,0
CNC(=O)Oc1ccccc1C1OCCO1,0.6275,223.23,1.45,56.79,1,4,2,1
CC1=C(C(=O)Nc2ccccc2)CCCO1,0.1485,217.27,2.71,38.33,1,2,2,1
Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,0.0227,261.06,1.44,57.14,0,3,1,2
c1cc2c3c(cccc3c1)CC2,-0.8531,154.21,2.94,0.0,0,0,0,2
c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,-2.7208,252.32,5.64,0.0,0,0,0,4
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],0.4248,209.25,-0.13,95.11,2,5,1,1
O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,0.013,292.33,3.97,50.44,1,3,1,3
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-2.4852,502.92,7.4,71.35,1,5,8,3
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-2.1552,418.74,5.55,26.3,0,2,4,1
c1ccc2[nH]nnc2c1,1.0098,119.13,0.96,41.57,1,2,0,2
c1ccc2ocnc2c1,0.8259,119.12,1.83,26.03,0,2,0,2
CCOC(=O)c1cncn1C(C)c1ccccc1,-0.9039,244.29,2.67,44.12,0,3,4,2
CCN1c2ccccc2C(=O)N(C)c2ccccc21,-0.9107,252.32,3.43,23.55,0,2,1,2
O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,-0.8246,372.81,3.14,91.68,3,6,6,3
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,1.2691,342.3,-5.4,189.53,8,11,4,0
CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,-1.1483,266.34,3.94,37.3,1,2,0,2
ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,-2.1344,474.64,7.73,0.0,0,0,1,0
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-1.1574,490.64,4.62,17.07,0,1,0,0
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,-0.1046,302.24,1.99,131.36,5,7,1,3
O=C1CSC(=S)N1,0.5307,133.2,0.13,29.1,1,3,0,0
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,-1.2257,349.07,3.52,37.38,0,3,3,0
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,-1.6645,364.91,5.27,0.0,0,0,0,0
CC(=O)Nc1nnc(S(N)(=O)=O)s1,0.2453,222.25,-0.86,115.04,2,6,2,1
CC1=C(C(=O)Nc2ccccc2)SCCO1,-0.1322,235.31,2.62,38.33,1,3,2,1
CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,-0.9707,298.37,3.34,42.43,0,4,4,3
CN(C(=O)NC(C)(C)c1ccccc1)c1ccccc1,-0.2338,268.36,3.77,32.34,1,1,3,2
Nc1nccs1,1.213,100.15,0.73,38.91,1,3,0,1
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,-1.2595,293.41,4.87,27.96,0,2,4,2
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,0.4969,309.53,-0.46,88.38,3,6,2,0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0.224,253.27,0.83,129.62,3,7,1,3
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,-0.4418,365.84,2.71,92.5,2,4,2,2
CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O,0.479,256.33,1.03,69.56,1,5,1,1
CCC1(C2=CCC3CCC2C3)C(=O)NC(=O)NC1=O,0.0827,262.31,1.5,75.27,2,3,2,0
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,-1.5184,404.55,4.2,72.83,1,5,6,0
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,-0.348,365.84,2.08,92.5,2,4,3,2
c1ccc2c(c1)oc1ccccc12,-0.8386,168.19,3.59,13.14,0,1,0,3
O=C(Nc1ccccc1)Nc1ccccc1,-0.137,212.25,3.33,41.13,2,1,2,2
c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,-2.595,252.32,5.64,0.0,0,0,0,4
COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,0.1311,256.31,2.13,55.24,1,4,4,2
c1cnc2c(c1)ccc1ncccc12,0.0904,180.21,2.78,25.78,0,2,0,3
OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,1.1888,504.44,-7.57,268.68,11,16,8,0
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c1nc(Cl)cc(OC)n1,-0.827,414.83,1.17,127.79,1,8,8,2
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,-1.1686,268.36,3.74,37.3,1,2,0,1
Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,0.3759,245.28,2.24,47.36,0,3,2,2
OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,-0.2434,301.3,2.49,50.94,1,3,4,3
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,-2.0095,256.35,5.76,0.0,0,0,0,4
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,-0.5918,343.22,4.23,43.07,0,3,1,3
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,-0.1563,266.3,2.65,58.12,1,4,1,2
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-2.8727,252.32,5.74,0.0,0,0,0,5
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,-0.3407,588.56,1.34,160.83,3,13,5,2
O=c1[nH]cnc2nc[nH]c12,0.2762,136.11,-0.35,74.43,2,3,0,2
CC1COC2CC3(C)C(CC4C5C=C6CC(O)CCC6(C)CC5CCC43C)OC2C1,-2.1547,414.63,5.51,38.69,1,3,0,0
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,-0.0281,250.3,3.0,34.89,0,2,1,3
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,-2.774,376.5,6.37,27.69,0,3,9,3
CCC1(c2ccccc2)CCC(=O)NC1=O,0.2564,217.27,1.77,46.17,1,2,2,1
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,0.8404,281.35,1.04,83.47,2,4,3,0
CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,-0.8628,316.49,4.52,37.3,1,2,1,0
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc2ccccc2C)cc1,-1.5208,368.37,6.26,44.76,0,4,6,3
CSc1nnc(C(C)(C)C)c(=O)n1N,0.297,214.29,0.37,73.8,1,5,1,1
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,0.4436,266.26,-1.38,126.65,4,7,2,2
O=C1NC(=O)C2(CC2)C(=O)N1,0.4746,154.12,-0.87,75.27,2,3,0,0
c1ccc2c(c1)CCC2,-0.0838,118.18,2.18,0.0,0,0,0,1
c1ccc2cnccc2c1,0.6856,129.16,2.23,12.89,0,1,0,2
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,0.792,268.23,-1.86,133.75,4,8,2,2
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,-1.2402,267.93,4.24,25.78,0,2,0,2
c1ccc(C2CO2)cc1,0.613,120.15,1.76,12.53,0,1,1,1
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,-0.5821,268.36,4.83,40.46,2,2,4,2
c1ccc2c(c1)-c1cccc3cccc-2c13,-1.516,202.26,4.49,0.0,0,0,0,3
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,-1.9398,451.47,6.63,68.55,0,5,9,3
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,-0.303,342.23,3.65,49.17,0,4,5,2
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,-0.2483,238.16,0.07,118.05,1,6,3,1
NC(=O)c1cnccn1,1.0644,123.11,-0.42,68.87,1,3,1,1
O=C1C(O)=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,-1.4826,366.84,5.51,54.37,1,3,2,2
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,0.0275,260.25,1.11,90.06,1,4,5,2
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,0.3372,236.27,1.25,75.27,2,3,2,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],-0.916,346.34,2.18,107.77,1,7,4,1
O=C1NC(=O)C2(CCC2)C(=O)N1,0.5864,168.15,-0.48,75.27,2,3,0,0
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-0.6208,353.49,4.2,38.77,0,5,9,0
c1ccc(Nc2ccccc2)cc1,-0.3083,169.23,3.43,12.03,1,1,2,2
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-1.9515,318.03,6.19,0.0,0,0,2,2
O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2,-0.8357,234.3,1.53,54.86,1,2,1,1
CCC1(c2ccccc2)C(=O)NCNC1=O,0.1098,218.26,0.54,58.2,2,2,2,1
O=C1CCCN1,1.9049,85.11,-0.1,29.1,1,1,0,0
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,-0.7515,394.42,3.7,63.22,0,6,3,2
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-1.6563,380.91,4.48,12.53,0,1,0,0
c1ccsc1,0.7436,84.14,1.75,0.0,0,1,0,1
c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21,-2.4208,278.35,6.3,0.0,0,0,0,5
Cc1occc1C(=O)Nc1ccccc1,-0.2096,201.23,2.84,42.24,1,2,2,2
N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1,1.0146,457.43,-3.11,202.32,7,12,7,1
