smiles,toxic,active_assays_count,total_tested_assays,mol_weight,logp,tpsa,h_donors,h_acceptors,rotatable_bonds,aromatic_rings
O=S1(=O)CCCO1,0,0,12,122.14,-0.26,43.37,0,3,0,0
C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)[O-].C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)[O-],0,0,10,857.11,5.42,155.02,0,12,14,4
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,1,1,7,331.41,2.96,63.68,0,4,4,0
O=C1C=CC(=O)O1,0,0,12,98.06,-0.37,43.37,0,3,0,0
COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,0,0,12,410.41,0.93,145.81,2,9,7,2
CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,1,1,8,321.38,4.72,40.58,0,4,7,3
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,0,0,2,609.72,6.02,111.01,1,8,10,3
CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@]34C1[C@H]([C@H](OC)[C@H]23)[C@]1(OC(C)=O)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@](O)(C[C@H]24)[C@@H](OC)[C@@H]1O,0,0,10,645.75,0.65,153.45,3,12,9,1
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,0,0,11,341.41,1.53,70.0,2,5,2,1
CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@H]21,0,0,10,246.36,1.65,55.04,1,4,2,1
O=S(=O)([O-])c1cc(O)c2c(N=Nc3ccc(Nc4ccccc4)c4c(S(=O)(=O)[O-])cccc34)cc(S(=O)(=O)[O-])cc2c1,0,0,7,626.63,4.57,228.58,2,13,7,5
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,0,0,12,260.25,1.11,90.06,1,4,5,2
O=c1[nH]oc2c1CCNC2,0,0,12,140.14,-0.39,58.03,2,3,0,1
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,1,2,10,395.48,3.22,52.65,1,4,6,2
C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,1,3,4,332.34,3.43,40.8,0,4,0,4
Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O,0,0,11,370.48,2.53,55.89,1,5,2,2
O=C1CCCc2c1cc1ccc3cccc4ccc2c1c34,1,7,8,270.33,5.1,17.07,0,1,0,4
O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,0,0,9,481.51,4.63,123.0,2,7,9,5
C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0,0,9,415.66,5.37,41.49,2,3,0,0
CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1,1,12,347.29,4.15,89.52,0,5,7,1
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,1,1,4,320.34,2.73,93.06,2,5,6,1
O=c1ccc(=O)[nH][nH]1,0,0,12,112.09,-0.94,65.72,2,2,0,1
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,0,0,11,348.43,2.53,100.19,3,5,5,2
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,0,0,10,430.55,2.77,95.94,2,5,9,1
CCO[C@@H]1O[C@H](C(COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O,0,0,1,478.59,4.5,66.38,1,6,13,3
CN(C)CCOc1ccccc1Cc1ccccc1.Nc1ccc(C(=O)O)c(O)c1,0,0,8,408.5,3.89,96.02,3,5,7,3
COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,1,3,4,505.7,6.38,84.23,0,5,1,0
CCOc1ccc(/N=C(\C)Nc2ccc(OCC)cc2)cc1,0,0,10,298.39,4.65,42.85,1,3,6,2
C1CCNCC1.O=c1[nH]cnc2[nH]cc(CN3CCCCC3)c12,0,0,10,317.44,2.0,76.81,3,4,2,2
CCO[C@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,1,1,11,408.47,2.68,99.13,1,6,11,2
COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C,0,0,1,606.72,6.87,61.86,0,8,2,4
CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2,0,0,12,152.24,2.26,17.07,0,1,1,0
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,1,1,12,337.38,1.64,99.6,2,6,2,2
N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,2,6,407.64,3.54,91.54,1,4,3,3
CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,0,0,11,389.41,2.21,74.87,1,4,1,3
O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,0,0,8,362.47,3.86,32.78,0,3,2,2
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,1,4,9,324.46,4.05,37.3,1,2,1,0
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,0,0,9,426.56,3.96,55.56,1,3,7,3
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.c1ccc(CNCCNCc2ccccc2)cc1,0,0,12,909.14,4.29,197.48,6,10,15,4
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1,0,0,12,520.49,6.22,105.2,0,8,6,4
Cc1cc(C(C)(C)C)c(O)c(C)c1Cn1c(=O)n(Cc2c(C)cc(C(C)(C)C)c(O)c2C)c(=O)n(Cc2c(C)cc(C(C)(C)C)c(O)c2C)c1=O,1,2,10,699.93,7.18,126.69,3,6,6,4
Cc1nnc(-c2ccccc2)c(=O)n1N,1,1,10,202.22,0.33,73.8,1,4,1,2
N=C(N)NCC1COc2ccccc2O1,0,0,10,207.23,0.31,80.36,3,3,2,1
Cc1cccc(C)c1NC(=O)NC1=CCCN1C,0,0,10,245.33,2.6,44.37,2,2,2,1
c1csc(C2(N3CCCCC3)CCCCC2)c1,0,0,10,249.42,4.39,3.24,0,2,2,1
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0,0,9,494.01,3.64,113.6,3,5,8,2
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,0,0,12,284.14,3.28,37.38,0,2,1,1
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,1,1,12,285.31,2.66,78.29,0,4,3,3
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,1,2,10,412.95,3.81,48.47,1,5,4,3
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,0,0,8,331.87,4.88,12.47,0,3,4,2
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,0,0,12,410.41,0.1,152.71,2,9,6,2
COC1=CC(=O)OC(CCc2ccccc2)C1,0,0,12,232.28,2.47,35.53,0,3,4,1
C[C@@H](Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1.C[C@H](O)C(=O)O,0,0,8,419.57,4.88,69.56,3,3,9,3
CCCc1ncc(C[n+]2ccccc2C)c(N)n1,0,0,11,243.33,1.66,55.68,1,3,4,2
C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,0,0,10,240.43,2.64,0.0,0,0,6,0
CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,1,2,12,317.82,3.57,50.94,1,3,3,2
O=C(Nc1ccccc1)Nc1cnns1,1,2,8,220.26,2.18,66.91,2,4,2,2
[O-][n+]1ccccc1[S][Zn][S]c1cccc[n+]1[O-],1,7,8,317.71,1.75,53.88,0,4,4,2
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,1,4,6,344.85,5.38,17.82,0,1,4,4
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1,3,10,531.44,4.21,69.06,0,6,7,3
[Cl][Zr]([Cl])([C]1=CC=CC1)[CH]1C=CC=C1,0,0,12,292.32,4.21,0.0,0,0,2,0
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,0,0,7,366.55,4.83,15.71,0,3,10,2
Cc1cc(CCC(=O)OCCOCCOCCOC(=O)CCc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,1,1,12,586.77,5.99,111.52,2,8,15,2
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,0,0,11,335.47,2.07,65.2,2,3,5,2
O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,0,0,7,405.44,2.36,70.95,3,5,6,2
CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,1,1,11,700.79,4.57,115.7,1,9,12,5
Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,1,4,12,346.82,5.01,50.7,1,4,4,4
O=C(OC(=O)c1ccccc1)c1ccccc1,0,0,12,226.23,2.68,43.37,0,3,2,2
Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O,1,2,9,376.36,3.66,115.06,4,6,0,3
COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,1,1,2,604.7,3.54,114.46,0,12,16,2
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,0,0,12,288.31,1.11,88.32,1,5,3,2
O=c1[nH]c2ccccc2c(=O)o1,0,0,11,163.13,0.48,63.07,1,3,0,2
CCN1C(=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,1,2,4,365.55,5.7,7.12,0,3,4,3
CC/C=C1/OC(=O)c2ccccc21,0,0,10,174.2,2.61,26.3,0,2,1,1
CC(C)=C1CC[C@@H](C)CC1=O,0,0,8,152.24,2.71,17.07,0,1,0,0
c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,1,3,9,278.35,6.3,0.0,0,0,0,5
O=S(=O)([O-])c1ccc(Nc2nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccc(S(=O)(=O)[O-])cc6)nc(N(CCO)CCO)n5)cc4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3)nc(N(CCO)CCO)n2)cc1,1,1,8,1073.1,0.4,441.66,8,28,24,6
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,0,0,10,572.88,6.11,52.6,0,4,4,0
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,0,0,6,853.92,3.74,221.29,4,14,10,3
O=C(CCCCCCCCCCCCC1CCCC1)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)CCCCCCCCCCCCC3CCCC3)cc2)cc1,0,0,10,777.21,14.14,92.34,2,4,30,2
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,1,2,8,586.69,4.09,114.2,1,8,4,3
NC[C@H]1O[C@H](O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C(O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,0,0,12,454.48,-6.65,262.38,10,14,6,0
CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,1,1,9,259.35,2.57,38.33,1,2,4,1
CCC1(c2cccc(O)c2)CCCCN(C)C1,0,0,11,233.35,3.16,23.47,1,2,2,1
C=Cc1c(C)c2cc3nc(c(CC(=O)[O-])c4[n-]c(cc5nc(cc1[n-]2)C(C)=C5CC)c(C)c4C(=O)[O-])C(CCC(=O)[O-])C3C.[Cu+2],1,1,10,655.19,2.24,174.37,0,8,8,3
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,0,0,12,232.24,1.42,72.19,1,3,2,2
c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1,1,1,9,360.46,7.48,24.06,2,2,4,5
Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1,1,3,9,238.29,3.12,44.89,2,1,1,2
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,0,0,11,265.36,2.69,27.63,1,3,5,2
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,1,2,10,427.53,4.11,71.11,1,6,5,2
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,0,0,12,373.88,3.33,67.59,2,4,5,2
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,0,0,12,391.47,4.41,59.75,0,5,5,3
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,0,0,10,343.9,5.1,12.47,0,2,6,2
CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,0,0,8,296.44,4.24,6.48,0,3,2,2
CC(C/N=C/c1ccccc1O)/N=C/c1ccccc1O,1,1,11,282.34,3.02,65.18,2,4,5,2
CCCCCOc1ccccc1/C(=C\SC)n1ccnc1,1,2,2,302.44,4.66,27.05,0,3,8,2
Cc1ccc([N+](=O)[O-])[c]2c1[O][Hg]2,1,1,1,351.71,0.92,52.37,0,3,1,1
Cc1cc(=O)oc2cc(O[C@@H]3SC[C@@H](O)[C@H](O)[C@H]3O)ccc12,0,0,2,324.35,0.64,100.13,3,7,2,2
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,1,2,7,345.23,4.22,57.26,0,4,3,2
CCCCN1CCCC1C(=O)Nc1c(C)cc(C)cc1C,0,0,10,288.44,3.81,32.34,1,2,5,1
C[C@H]1[C@@H](c2ccccc2)N=C(O)N1C,0,0,11,190.25,1.98,35.83,1,2,1,1
O=C(O)COc1ccc(CCNS(=O)(=O)c2ccccc2)s1,0,0,10,341.41,1.73,92.7,2,5,8,2
O=C(O)c1ccc(NC2OC[C@@H](O)[C@H](O)[C@H]2O)cc1,0,0,9,269.25,-0.76,119.25,5,6,3,1
Cn1c(=N)[nH]c2[nH]cnc2c1=O,0,0,11,165.16,-0.93,90.32,3,3,0,2
Cc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,0,0,10,275.31,1.38,91.65,2,4,3,1
COc1cc(OC)nc(Sc2cccc(Cl)c2C(=O)[O-])n1,0,0,12,325.75,1.66,84.37,0,7,5,2
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,1,1,11,422.92,4.27,92.51,2,5,8,4
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,0,0,1,259.14,2.76,33.62,1,3,3,1
CC=C1CC2C=CC1C2,0,0,12,120.19,2.53,0.0,0,0,0,0
CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](OC(=O)c3ccccc3C(=O)O)[C@H](O)O[C@@H]2COC(C)=O)[C@H](O)[C@@H](OC(=O)c2ccccc2C(=O)O)[C@@H]1O,0,0,10,722.61,-1.13,288.41,6,17,12,2
O=C(c1ccccc1)C1CCC1,1,1,12,160.22,2.67,17.07,0,1,2,1
CSC(=O)c1cccc2nnsc12,0,0,12,210.28,2.19,42.85,0,5,1,2
Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,0,0,11,380.49,4.47,63.35,2,4,7,3
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,1,2,9,361.4,4.11,65.49,0,5,5,3
Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,0,0,1,461.56,5.16,84.86,2,6,7,3
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,0,0,11,287.45,3.94,23.47,1,2,5,1
COc1cc(C)nc(-n2nc(C)cc2OC)n1,1,1,11,234.26,1.3,62.06,0,5,3,2
Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,1,1,11,375.56,5.04,40.54,1,4,6,2
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,0,0,11,424.52,4.74,92.42,2,4,10,3
C[N+]1(C)[C@@H]2CC(OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,0,0,8,392.52,2.35,59.06,1,6,4,2
CO/N=C1/C[C@]2(C[C@@H]3C[C@@H](CC=C(C)C[C@@H](C)C=CC=C4CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,1,3,6,639.83,5.73,116.04,2,9,3,0
S=P(N1CC1)(N1CC1)N1CC1,1,1,11,189.22,0.16,9.03,0,1,3,0
CN(C)CCN(Cc1ccsc1)c1ccccn1,0,0,2,261.39,2.71,19.37,0,4,6,2
CC1CCc2nccnc21,0,0,11,134.18,1.53,25.78,0,2,0,1
O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O,0,0,10,173.21,-1.45,63.93,3,4,0,0
O=C(O[C@@H]1C[C@@H]2C[C@@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,0,0,9,324.38,2.52,62.4,1,4,2,2
O=c1[n-]c2[nH]c(=O)[nH]c(=O)c2[nH]1,0,0,2,167.1,-2.14,112.68,3,3,0,2
Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,1,4,10,308.14,5.47,22.12,0,2,2,3
OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,0,0,11,309.45,4.19,23.47,1,2,6,2
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,1,3,10,230.31,5.02,0.0,0,0,2,3
COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C,0,0,12,396.38,4.52,51.55,0,5,5,1
COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1,1,1,11,255.32,1.9,29.76,0,3,1,2
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0,0,12,249.3,1.46,85.08,2,4,3,2
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1,2,8,446.91,4.28,68.74,1,7,8,3
CC1(C)C2=CCCC(C)(C)[C@]23CC[C@H]1C3,1,1,12,204.36,4.56,0.0,0,0,0,0
Nc1nc2nc[nH]c2c(=S)[nH]1,1,6,12,167.2,0.6,83.38,3,4,0,2
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,0,0,12,303.32,-0.08,100.35,2,6,3,2
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,0,0,10,602.91,3.63,59.08,0,6,4,0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,1,1,12,275.35,1.77,44.81,1,4,1,1
O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0,0,12,403.44,2.89,125.46,3,6,6,3
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0,0,5,461.56,5.86,41.03,1,2,7,4
C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]21CCC(=O)O1,1,4,11,340.46,4.37,43.37,0,3,0,0
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,0,0,2,287.36,1.92,57.36,2,3,5,2
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,0,0,11,370.79,2.61,99.26,3,3,5,3
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)C=CC(C)=C[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,0,0,10,916.11,1.83,238.67,5,18,13,0
C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,1,2,10,315.4,1.99,30.71,0,2,4,3
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,0,0,10,481.58,0.05,147.21,3,9,7,1
CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,1,1,11,484.39,3.91,56.59,0,5,4,3
CC(C)(O)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@]14C,0,0,9,310.3,-0.87,105.59,2,7,1,0
NC(=O)n1c(O)c(C(=O)c2cccs2)c2cc(Cl)ccc21,1,3,6,320.76,3.22,85.32,2,4,2,3
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,0,0,6,401.85,3.3,94.14,3,6,2,3
CC[N+]1(CC)CCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,0,0,2,354.47,3.09,46.53,1,3,6,2
O=C1CC2(CCCC2)CC(=O)N1,0,0,2,167.21,0.98,46.17,1,2,0,0
C(CCOCC1CO1)COCC1CO1,1,1,10,202.25,0.6,43.52,0,4,9,0
CCOc1cccc([C@]2(N3CCN(c4ccccc4)CC3)CC[C@@H](C)CC2)c1,0,0,11,378.56,5.31,15.71,0,3,5,2
O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,0,0,12,441.64,2.85,81.3,1,3,4,3
O=C(O)c1cccc(C[C@@H]2COc3ccc(OCc4nc5cc(F)ccc5s4)cc3[C@@H]2O)c1,0,0,9,465.5,5.0,88.88,2,6,6,4
CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12,0,0,9,340.33,4.45,56.22,0,4,3,4
NCC1(Cc2noc(=O)[nH]2)CCCCC1,0,0,10,211.26,0.81,84.91,2,4,3,1
Nc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1cccnc1)C(=O)N3CC2,0,0,10,397.44,2.16,100.68,2,5,3,3
Oc1ccc(C2(c3ccc(O)cc3)c3ccccc3-c3ccccc32)cc1,1,1,5,350.42,5.46,40.46,2,2,2,4
CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,1,1,5,391.59,6.25,7.12,0,3,5,3
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,1,5,9,384.25,0.36,124.44,4,6,9,2
CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,1,5,6,811.88,3.16,217.05,4,16,9,2
COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3ccccc23)cc1,0,0,9,378.47,3.52,43.7,0,4,6,3
COc1ccc(-c2cc(=S)ss2)cc1,1,2,8,240.37,4.21,9.23,0,4,2,2
O=C(CCCN1CCC(C(=O)c2ccc(F)cc2)CC1)c1ccc(F)cc1,0,0,10,371.43,4.52,37.38,0,3,7,2
C1CC(COCC2CO2)CCC1COCC1CO1,0,0,9,256.34,1.62,43.52,0,4,8,0
Cc1c(C(=O)c2cnn(C)c2O)ccc(S(C)(=O)=O)c1C1=NOCC1,0,0,11,363.4,1.19,110.85,1,7,4,2
CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,0,0,11,359.33,3.21,77.24,0,5,4,2
COc1ccc2c3c1O[C@H]1[C@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,0,0,12,301.39,1.73,41.93,1,4,1,1
COC(=O)N(C(=O)N1CO[C@@]2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,1,2,5,527.84,4.09,106.97,0,8,3,2
O=C(C=Cc1ccccc1)OCC=Cc1ccccc1,1,1,10,264.32,3.96,26.3,0,2,5,2
C=C1C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,1,2,10,396.53,4.74,60.44,0,4,2,0
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,1,2,9,534.66,5.7,87.4,4,6,0,4
CCCCc1nc2cccnc2n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,1,1,8,408.49,4.3,83.48,0,5,7,5
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,1,2,4,393.47,4.51,80.32,2,5,5,4
O=C1OC[C@H](Cc2cccc(O)c2)[C@H]1Cc1cccc(O)c1,1,2,12,298.34,2.67,66.76,2,4,4,2
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,0,0,10,466.63,2.39,95.94,2,7,9,1
CC1(C)CNC(=NN=C(/C=C/c2ccc(C(F)(F)F)cc2)/C=C/c2ccc(C(F)(F)F)cc2)NC1,1,2,3,494.48,6.38,48.78,2,2,5,2
